,bnx_inc,met_inc,oum_inc,oub_inc,ouo_inc,odn_inc,odf_inc,abs_inc,bnx_prev,met_prev,oum_prev,oub_prev,ouo_prev,odn_prev,odf_prev,abs_prev
pe,0,0.482214271,0,0,0,0,0,0,0,0.517785729,0,0,0,0,0,0
